Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
STUB1,2016-03,,UBOX1|CHIP|SDCCAG7|HSPABP2|NY-CO-7,UBOX1|CHIP|SDCCAG7|HSPABP2|NY-CO-7
UBOX1,2016-03,,STUB1|CHIP|SDCCAG7|HSPABP2|NY-CO-7,STUB1|CHIP|SDCCAG7|HSPABP2|NY-CO-7
CHIP,2016-03,,STUB1|UBOX1|SDCCAG7|HSPABP2|NY-CO-7,STUB1|UBOX1|SDCCAG7|HSPABP2|NY-CO-7
SDCCAG7,2016-03,,STUB1|UBOX1|CHIP|HSPABP2|NY-CO-7,STUB1|UBOX1|CHIP|HSPABP2|NY-CO-7
HSPABP2,2016-03,,STUB1|UBOX1|CHIP|SDCCAG7|NY-CO-7,STUB1|UBOX1|CHIP|SDCCAG7|NY-CO-7
NY-CO-7,2016-03,,STUB1|UBOX1|CHIP|SDCCAG7|HSPABP2,STUB1|UBOX1|CHIP|SDCCAG7|HSPABP2
STX10,,,hsyn10|SYN10,hsyn10|SYN10
hsyn10,,,STX10|SYN10,STX10|SYN10
SYN10,,,STX10|hsyn10,STX10|hsyn10
STX11,,,,
BTNL3,2016-01,,BTNLR|BTN9.1,BTNLR|BTN9.1
BTNLR,2016-01,,BTNL3|BTN9.1,BTNL3|BTN9.1
BTN9.1,2016-01,,BTNL3|BTNLR,BTNL3|BTNLR
STX12,,,STX13|STX14,STX13|STX14
STX13,,,STX12|STX14,STX12|STX14
STX14,,,STX12|STX13,STX12|STX13
STX16,,,hsyn16|SYN16,hsyn16|SYN16
hsyn16,,,STX16|SYN16,STX16|SYN16
SYN16,,,STX16|hsyn16,STX16|hsyn16
STX17,,,FLJ20651,FLJ20651
FLJ20651,,,STX17,STX17
STX1A,2015-11,STX1,HPC-1|p35-1,STX1|HPC-1|p35-1
HPC-1,2015-11,STX1,STX1A|p35-1,STX1|STX1A|p35-1
p35-1,2015-11,STX1,STX1A|HPC-1,STX1|STX1A|HPC-1
STX1B1,,,,
STX2A,,,,
STX2B,,,,
STX2C,,,,
STX3,2006-04,STX3A,,STX3A
STX4,2006-04,STX4A,p35-2,STX4A|p35-2
p35-2,2006-04,STX4A,STX4,STX4A|STX4
BTRC,2012-02,,bTrCP|betaTrCP|FBXW1A|Fwd1|beta-TrCP1|bTrCP1,bTrCP|betaTrCP|FBXW1A|Fwd1|beta-TrCP1|bTrCP1
bTrCP,2012-02,,BTRC|betaTrCP|FBXW1A|Fwd1|beta-TrCP1|bTrCP1,BTRC|betaTrCP|FBXW1A|Fwd1|beta-TrCP1|bTrCP1
betaTrCP,2012-02,,BTRC|bTrCP|FBXW1A|Fwd1|beta-TrCP1|bTrCP1,BTRC|bTrCP|FBXW1A|Fwd1|beta-TrCP1|bTrCP1
FBXW1A,2012-02,,BTRC|bTrCP|betaTrCP|Fwd1|beta-TrCP1|bTrCP1,BTRC|bTrCP|betaTrCP|Fwd1|beta-TrCP1|bTrCP1
Fwd1,2012-02,,BTRC|bTrCP|betaTrCP|FBXW1A|beta-TrCP1|bTrCP1,BTRC|bTrCP|betaTrCP|FBXW1A|beta-TrCP1|bTrCP1
beta-TrCP1,2012-02,,BTRC|bTrCP|betaTrCP|FBXW1A|Fwd1|bTrCP1,BTRC|bTrCP|betaTrCP|FBXW1A|Fwd1|bTrCP1
bTrCP1,2012-02,,BTRC|bTrCP|betaTrCP|FBXW1A|Fwd1|beta-TrCP1,BTRC|bTrCP|betaTrCP|FBXW1A|Fwd1|beta-TrCP1
STX5,2006-04,STX5A,SED5,STX5A|SED5
SED5,2006-04,STX5A,STX5,STX5A|STX5
STX6,,,,
STX7,,,,
STX8,,,CARB,CARB
CARB,,,STX8,STX8
STXBP1,,,hUNC18|MUNC18-1|UNC18|rbSec1,hUNC18|MUNC18-1|UNC18|rbSec1
hUNC18,,,STXBP1|MUNC18-1|UNC18|rbSec1,STXBP1|MUNC18-1|UNC18|rbSec1
MUNC18-1,,,STXBP1|hUNC18|UNC18|rbSec1,STXBP1|hUNC18|UNC18|rbSec1
UNC18,,,STXBP1|hUNC18|MUNC18-1|rbSec1,STXBP1|hUNC18|MUNC18-1|rbSec1
rbSec1,,,STXBP1|hUNC18|MUNC18-1|UNC18,STXBP1|hUNC18|MUNC18-1|UNC18
STXBP2,,,UNC18B|Hunc18b,UNC18B|Hunc18b
UNC18B,,,STXBP2|Hunc18b,STXBP2|Hunc18b
Hunc18b,,,STXBP2|UNC18B,STXBP2|UNC18B
STXBP3,,,UNC-18C,UNC-18C
UNC-18C,,,STXBP3,STXBP3
STYX,2001-11,,,
SUCLA2,2016-04,,,
SUCLG1,2016-04,,,
FBXW11P1,2007-02,BTRC2P|FBXW1BP1|FBXW1BP,,BTRC2P|FBXW1BP1|FBXW1BP
SUCLG2,2016-04,,,
RIOK3,2012-12,SUDD,,SUDD
SULT,,,,
SULT1A1,2015-11,STP|STP1,P-PST,STP|STP1|P-PST
P-PST,2015-11,STP|STP1,SULT1A1,STP|STP1|SULT1A1
SULT1A2,2015-11,STP2,HAST4,STP2|HAST4
HAST4,2015-11,STP2,SULT1A2,STP2|SULT1A2
SULT1A3,2015-11,STM,TL-PST,STM|TL-PST
TL-PST,2015-11,STM,SULT1A3,STM|SULT1A3
SULT1C2,2015-11,SULT1C1,ST1C1,SULT1C1|ST1C1
ST1C1,2015-11,SULT1C1,SULT1C2,SULT1C1|SULT1C2
SULT1C4,2015-11,SULT1C2,SULT1C,SULT1C2|SULT1C
SULT1C,2015-11,SULT1C2,SULT1C4,SULT1C2|SULT1C4
SULT2A1,2015-11,STD,DHEA-ST,STD|DHEA-ST
DHEA-ST,2015-11,STD,SULT2A1,STD|SULT2A1
SULT2B1,2015-11,,HSST2,HSST2
HSST2,2015-11,,SULT2B1,SULT2B1
BTS,,,,
SUOX,,,,
SUP45L1,,,,
SUP45L2,,,,
SUP45L3,,,,
SUP45L4,,,,
SUPT16H,2015-09,,FACT|FACTP140|SPT16/CDC68|FLJ14010|FLJ10857|CDC68,FACT|FACTP140|SPT16/CDC68|FLJ14010|FLJ10857|CDC68
FACT,2015-09,,SUPT16H|FACTP140|SPT16/CDC68|FLJ14010|FLJ10857|CDC68,SUPT16H|FACTP140|SPT16/CDC68|FLJ14010|FLJ10857|CDC68
FACTP140,2015-09,,SUPT16H|FACT|SPT16/CDC68|FLJ14010|FLJ10857|CDC68,SUPT16H|FACT|SPT16/CDC68|FLJ14010|FLJ10857|CDC68
SPT16/CDC68,2015-09,,SUPT16H|FACT|FACTP140|FLJ14010|FLJ10857|CDC68,SUPT16H|FACT|FACTP140|FLJ14010|FLJ10857|CDC68
FLJ14010,2015-09,,SUPT16H|FACT|FACTP140|SPT16/CDC68|FLJ10857|CDC68,SUPT16H|FACT|FACTP140|SPT16/CDC68|FLJ10857|CDC68
FLJ10857,2015-09,,SUPT16H|FACT|FACTP140|SPT16/CDC68|FLJ14010|CDC68,SUPT16H|FACT|FACTP140|SPT16/CDC68|FLJ14010|CDC68
CDC68,2015-09,,SUPT16H|FACT|FACTP140|SPT16/CDC68|FLJ14010|FLJ10857,SUPT16H|FACT|FACTP140|SPT16/CDC68|FLJ14010|FLJ10857
SUPT3H,2015-09,,SPT3|SPT3L,SPT3|SPT3L
SPT3,2015-09,,SUPT3H|SPT3L,SUPT3H|SPT3L
SPT3L,2015-09,,SUPT3H|SPT3,SUPT3H|SPT3
SUPT4H1,2015-09,SUPT4H,SPT4H|Spt4|Supt4a,SUPT4H|SPT4H|Spt4|Supt4a
SPT4H,2015-09,SUPT4H,SUPT4H1|Spt4|Supt4a,SUPT4H|SUPT4H1|Spt4|Supt4a
Spt4,2015-09,SUPT4H,SUPT4H1|SPT4H|Supt4a,SUPT4H|SUPT4H1|SPT4H|Supt4a
Supt4a,2015-09,SUPT4H,SUPT4H1|SPT4H|Spt4,SUPT4H|SUPT4H1|SPT4H|Spt4
SUPT5H,2015-09,,SPT5H|SPT5|FLJ34157,SPT5H|SPT5|FLJ34157
SPT5H,2015-09,,SUPT5H|SPT5|FLJ34157,SUPT5H|SPT5|FLJ34157
SPT5,2015-09,,SUPT5H|SPT5H|FLJ34157,SUPT5H|SPT5H|FLJ34157
FLJ34157,2015-09,,SUPT5H|SPT5H|SPT5,SUPT5H|SPT5H|SPT5
BTS1,,,,
SUPT6H,2015-09,,KIAA0162|SPT6H,KIAA0162|SPT6H
KIAA0162,2015-09,,SUPT6H|SPT6H,SUPT6H|SPT6H
SPT6H,2015-09,,SUPT6H|KIAA0162,SUPT6H|KIAA0162
SUPV3L1,2016-01,,SUV3,SUV3
SUV3,2016-01,,SUPV3L1,SUPV3L1
SUR,,,,
MED21,2007-07,SURB7,SRB7,SURB7|SRB7
SRB7,2007-07,SURB7,MED21,SURB7|MED21
SURF1,2016-08,,,
SURF2,,,,
SURF4,,,ERV29|FLJ22993|MGC102753,ERV29|FLJ22993|MGC102753
ERV29,,,SURF4|FLJ22993|MGC102753,SURF4|FLJ22993|MGC102753
FLJ22993,,,SURF4|ERV29|MGC102753,SURF4|ERV29|MGC102753
MGC102753,,,SURF4|ERV29|FLJ22993,SURF4|ERV29|FLJ22993
MED22,2007-07,SURF5,Med24|SRB6,SURF5|Med24|SRB6
Med24,2007-07,SURF5,MED22|SRB6,SURF5|MED22|SRB6
SRB6,2007-07,SURF5,MED22|Med24,SURF5|MED22|Med24
SURF6,,,FLJ30322|RRP14,FLJ30322|RRP14
FLJ30322,,,SURF6|RRP14,SURF6|RRP14
RRP14,,,SURF6|FLJ30322,SURF6|FLJ30322
SUV39H1,2015-12,SUV39H,KMT1A,SUV39H|KMT1A
KMT1A,2015-12,SUV39H,SUV39H1,SUV39H|SUV39H1
BUB1,2016-01,BUB1L,hBUB1|BUB1A,BUB1L|hBUB1|BUB1A
hBUB1,2016-01,BUB1L,BUB1|BUB1A,BUB1L|BUB1|BUB1A
BUB1A,2016-01,BUB1L,BUB1|hBUB1,BUB1L|BUB1|hBUB1
SVIL,,,,
SVP65,,,,
SYB1,,,,
SYB2,,,,
VAMP7,2015-11,SYBL1,VAMP-7|TI-VAMP,SYBL1|VAMP-7|TI-VAMP
VAMP-7,2015-11,SYBL1,VAMP7|TI-VAMP,SYBL1|VAMP7|TI-VAMP
TI-VAMP,2015-11,SYBL1,VAMP7|VAMP-7,SYBL1|VAMP7|VAMP-7
SYCP1,,,HOM-TES-14|SCP1|CT8,HOM-TES-14|SCP1|CT8
HOM-TES-14,,,SYCP1|SCP1|CT8,SYCP1|SCP1|CT8
SCP1,,,SYCP1|HOM-TES-14|CT8,SYCP1|HOM-TES-14|CT8
CT8,,,SYCP1|HOM-TES-14|SCP1,SYCP1|HOM-TES-14|SCP1
SYCP1L2,,,,
SYCP1L3,,,,
BUB1B,2016-01,,BUBR1|MAD3L|Bub1A|SSK1,BUBR1|MAD3L|Bub1A|SSK1
BUBR1,2016-01,,BUB1B|MAD3L|Bub1A|SSK1,BUB1B|MAD3L|Bub1A|SSK1
MAD3L,2016-01,,BUB1B|BUBR1|Bub1A|SSK1,BUB1B|BUBR1|Bub1A|SSK1
Bub1A,2016-01,,BUB1B|BUBR1|MAD3L|SSK1,BUB1B|BUBR1|MAD3L|SSK1
SSK1,2016-01,,BUB1B|BUBR1|MAD3L|Bub1A,BUB1B|BUBR1|MAD3L|Bub1A
SYCP2,,,SCP2,SCP2
SCP2,,,SYCP2,SYCP2
SYK,2016-06,,,
SYM1,,,,
SYM2,,,,
SYN1,,,,
SYN2,,,SYNII|SYNIIa|SYNIIb,SYNII|SYNIIa|SYNIIb
SYNII,,,SYN2|SYNIIa|SYNIIb,SYN2|SYNIIa|SYNIIb
SYNIIa,,,SYN2|SYNII|SYNIIb,SYN2|SYNII|SYNIIb
SYNIIb,,,SYN2|SYNII|SYNIIa,SYN2|SYNII|SYNIIa
SYN3,,,,
SYNGAP1,2010-06,,SYNGAP|RASA5|KIAA1938,SYNGAP|RASA5|KIAA1938
SYNGAP,2010-06,,SYNGAP1|RASA5|KIAA1938,SYNGAP1|RASA5|KIAA1938
RASA5,2010-06,,SYNGAP1|SYNGAP|KIAA1938,SYNGAP1|SYNGAP|KIAA1938
KIAA1938,2010-06,,SYNGAP1|SYNGAP|RASA5,SYNGAP1|SYNGAP|RASA5
SYNGR1,,,,
SYNGR2,,,,
ACLY,,,ATPCL|CLATP|ACL,ATPCL|CLATP|ACL
ATPCL,,,ACLY|CLATP|ACL,ACLY|CLATP|ACL
CLATP,,,ACLY|ATPCL|ACL,ACLY|ATPCL|ACL
ACL,,,ACLY|ATPCL|CLATP,ACLY|ATPCL|CLATP
BUB1L,,,,
SYNGR2P1,2008-01,SYNGR2P,,SYNGR2P
SYNGR3,,,,
SYNGR4,,,,
SYNJ1,,,INPP5G|PARK20,INPP5G|PARK20
INPP5G,,,SYNJ1|PARK20,SYNJ1|PARK20
PARK20,,,SYNJ1|INPP5G,SYNJ1|INPP5G
SYNJ2,,,INPP5H,INPP5H
INPP5H,,,SYNJ2,SYNJ2
SYNS1,,,,
SYP,,,MRX96,MRX96
MRX96,,,SYP,SYP
SYPL1,2016-03,SYPL,,SYPL
SYR,,,,
SYT1,2015-11,SYT|SVP65,P65,SYT|SVP65|P65
P65,2015-11,SYT|SVP65,SYT1,SYT|SVP65|SYT1
BUB3,2016-03,,BUB3L,BUB3L
BUB3L,2016-03,,BUB3,BUB3
SYT2,2015-11,,,
SYT3,2015-11,,,
SYT4,2015-11,,KIAA1342|HsT1192,KIAA1342|HsT1192
KIAA1342,2015-11,,SYT4|HsT1192,SYT4|HsT1192
HsT1192,2015-11,,SYT4|KIAA1342,SYT4|KIAA1342
SYT5,2015-11,,,
SYT7,2015-11,PCANAP7,IPCA-7|SYT-VII|MGC150517,PCANAP7|IPCA-7|SYT-VII|MGC150517
IPCA-7,2015-11,PCANAP7,SYT7|SYT-VII|MGC150517,PCANAP7|SYT7|SYT-VII|MGC150517
SYT-VII,2015-11,PCANAP7,SYT7|IPCA-7|MGC150517,PCANAP7|SYT7|IPCA-7|MGC150517
MGC150517,2015-11,PCANAP7,SYT7|IPCA-7|SYT-VII,PCANAP7|SYT7|IPCA-7|SYT-VII
T,2015-06,,,
T3D,,,,
TAC1,2015-11,TAC2|NKNA,NPK,TAC2|NKNA|NPK
NPK,2015-11,TAC2|NKNA,TAC1,TAC2|NKNA|TAC1
TAC1R,,,,
TAC2,,,,
BVES,,,HBVES|POP1|POPDC1,HBVES|POP1|POPDC1
HBVES,,,BVES|POP1|POPDC1,BVES|POP1|POPDC1
POP1,,,BVES|HBVES|POPDC1,BVES|HBVES|POPDC1
POPDC1,,,BVES|HBVES|POP1,BVES|HBVES|POP1
TAC2R,,,,
TAC3,2008-07,NKNB,ZNEUROK1|NKB,NKNB|ZNEUROK1|NKB
ZNEUROK1,2008-07,NKNB,TAC3|NKB,NKNB|TAC3|NKB
NKB,2008-07,NKNB,TAC3|ZNEUROK1,NKNB|TAC3|ZNEUROK1
TACC1,2016-02,,,
TACC2,2016-02,,AZU-1,AZU-1
AZU-1,2016-02,,TACC2,TACC2
TACC3,2016-02,,ERIC1,ERIC1
ERIC1,2016-02,,TACC3,TACC3
TACE,,,,
TACR1,,TAC1R,SPR|NK1R|NKIR,TAC1R|SPR|NK1R|NKIR
SPR,,TAC1R,TACR1|NK1R|NKIR,TAC1R|TACR1|NK1R|NKIR
NK1R,,TAC1R,TACR1|SPR|NKIR,TAC1R|TACR1|SPR|NKIR
NKIR,,TAC1R,TACR1|SPR|NK1R,TAC1R|TACR1|SPR|NK1R
TACR2,,TAC2R|NKNAR,SKR|NK2R,TAC2R|NKNAR|SKR|NK2R
SKR,,TAC2R|NKNAR,TACR2|NK2R,TAC2R|NKNAR|TACR2|NK2R
NK2R,,TAC2R|NKNAR,TACR2|SKR,TAC2R|NKNAR|TACR2|SKR
TACR3,,,NK3R,NK3R
NK3R,,,TACR3,TACR3
EPCAM,2008-12,M4S1|MIC18|TACSTD1,Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
Ly74,2008-12,M4S1|MIC18|TACSTD1,EPCAM|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
TROP1,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
GA733-2,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
EGP34,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
EGP40,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
EGP-2,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
KSA,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
CD326,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
Ep-CAM,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
HEA125,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
KS1/4,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
MK-1,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
MH99,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MOC31|323/A3|17-1A|TACST-1|CO-17A|ESA
MOC31,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|323/A3|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|323/A3|17-1A|TACST-1|CO-17A|ESA
323/A3,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|17-1A|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|17-1A|TACST-1|CO-17A|ESA
17-1A,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|TACST-1|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|TACST-1|CO-17A|ESA
TACST-1,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|CO-17A|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|CO-17A|ESA
CO-17A,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|ESA,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|ESA
ESA,2008-12,M4S1|MIC18|TACSTD1,EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A,M4S1|MIC18|TACSTD1|EPCAM|Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A
BVR1,,,,
TACSTD2,2017-02,M1S1,TROP2|GA733-1|EGP-1,M1S1|TROP2|GA733-1|EGP-1
TROP2,2017-02,M1S1,TACSTD2|GA733-1|EGP-1,M1S1|TACSTD2|GA733-1|EGP-1
GA733-1,2017-02,M1S1,TACSTD2|TROP2|EGP-1,M1S1|TACSTD2|TROP2|EGP-1
EGP-1,2017-02,M1S1,TACSTD2|TROP2|GA733-1,M1S1|TACSTD2|TROP2|GA733-1
TADA2A,2009-10,TADA2L,ADA2|hADA2|ADA2A,TADA2L|ADA2|hADA2|ADA2A
ADA2,2009-10,TADA2L,TADA2A|hADA2|ADA2A,TADA2L|TADA2A|hADA2|ADA2A
hADA2,2009-10,TADA2L,TADA2A|ADA2|ADA2A,TADA2L|TADA2A|ADA2|ADA2A
ADA2A,2009-10,TADA2L,TADA2A|ADA2|hADA2,TADA2L|TADA2A|ADA2|hADA2
TAF1A,2016-03,,TAFI48|SL1,TAFI48|SL1
TAFI48,2016-03,,TAF1A|SL1,TAF1A|SL1
SL1,2016-03,,TAF1A|TAFI48,TAF1A|TAFI48
TAF1B,2016-03,,TAFI63|SL1|RAF1B|RAFI63,TAFI63|SL1|RAF1B|RAFI63
TAFI63,2016-03,,TAF1B|SL1|RAF1B|RAFI63,TAF1B|SL1|RAF1B|RAFI63
SL1,2016-03,,TAF1B|TAFI63|RAF1B|RAFI63,TAF1B|TAFI63|RAF1B|RAFI63
RAF1B,2016-03,,TAF1B|TAFI63|SL1|RAFI63,TAF1B|TAFI63|SL1|RAFI63
RAFI63,2016-03,,TAF1B|TAFI63|SL1|RAF1B,TAF1B|TAFI63|SL1|RAF1B
TAF1C,2016-03,,TAFI110|TAFI95|SL1|MGC:39976,TAFI110|TAFI95|SL1|MGC:39976
TAFI110,2016-03,,TAF1C|TAFI95|SL1|MGC:39976,TAF1C|TAFI95|SL1|MGC:39976
TAFI95,2016-03,,TAF1C|TAFI110|SL1|MGC:39976,TAF1C|TAFI110|SL1|MGC:39976
SL1,2016-03,,TAF1C|TAFI110|TAFI95|MGC:39976,TAF1C|TAFI110|TAFI95|MGC:39976
